title,description,search
"Performance - Time Service Start Mode Anomalies",,"
 tstats max(_time) as _time,latest(Services.start_mode) as start_mode,latest(Services.status) as status,latest(Services.dest_should_timesync) as dest_should_timesync from datamodel=Endpoint.Services where (Services.tag=time Services.tag=synchronize) by Services.dest,Services.service 
 `drop_dm_object_name(""Services"")` 
 search start_mode!=auto 
 sort 100 + start_mode 
 fields _time,dest,dest_should_timesync,service,start_mode,status"
"Performance - Time Synchronization Failures",,"
 tstats max(_time) as _time,latest(All_Performance.dest_should_timesync) as dest_should_timesync,count from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Timesync All_Performance.OS.Timesync.action=failure by All_Performance.dest 
 eval action=""failure"" 
 `drop_dm_object_name(""All_Performance"")` 
 fields _time,action,dest,dest_should_timesync,count"
"Performance - Top-Average CPU Load Over Time By System",,"
 tstasts avg(All_Performance.CPU.cpu_load_percent) from datamodel=Performance.All_Performance where nodename=All_Performance.CPU [
 tstasts avg(All_Performance.CPU.cpu_load_percent) from datamodel=Performance.All_Performance where nodename=All_Performance.CPU by All_Performance.dest 
 stats avg(All_Performance.CPU.cpu_load_percent) as ""avg"" by All_Performance.dest 
 sort 10 - ""avg"" 
 fields All_Performance.dest 
 format] by _time,All_Performance.dest span=10m 
 timechart minspan=10m avg(All_Performance.CPU.cpu_load_percent) as ""avg_cpu_load(%)"" by All_Performance.dest 
 `drop_dm_object_name(""All_Performance"")`"
"Performance - Uptime By System",,"
 tstats latest(All_Performance.OS.Uptime.uptime) as uptime from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Uptime by All_Performance.dest 
 `drop_dm_object_name(""All_Performance"")` 
 sort 100 - uptime 
 `uptime2string(uptime,uptime)` 
 fields dest,uptime"
"Risk - 24 Hour Risk Threshold Exceeded - Rule","RBA: Risk Threshold exceeded for an object within the previous 24 hours.","
 tstats sum(All_Risk.calculated_risk_score) as risk_score, values(All_Risk.annotations.mitre_attack.mitre_tactic_id) as annotations.mitre_attack.mitre_tactic_id, dc(All_Risk.annotations.mitre_attack.mitre_tactic_id) as mitre_tactic_id_count, values(All_Risk.annotations.mitre_attack.mitre_technique_id) as annotations.mitre_attack.mitre_technique_id, dc(All_Risk.annotations.mitre_attack.mitre_technique_id) as mitre_technique_id_count, values(source) as source, dc(source) as source_count from datamodel=Risk.All_Risk by All_Risk.risk_object,All_Risk.risk_object_type 
 where risk_score > 100 
 `drop_dm_object_name(""All_Risk"")` 
 eval ""annotations.mitre_attack""='annotations.mitre_attack.mitre_technique_id' 
 `get_risk_severity(risk_score)`"
"Risk - 7 Day ATT&CK Tactic Threshold Exceeded - Rule","ATT&CK tactic threshold exceeded for an object within the previous 7 days.","
 tstats sum(All_Risk.calculated_risk_score) as risk_score, values(All_Risk.annotations.mitre_attack.mitre_tactic_id) as annotations.mitre_attack.mitre_tactic_id, dc(All_Risk.annotations.mitre_attack.mitre_tactic_id) as mitre_tactic_id_count, values(All_Risk.annotations.mitre_attack.mitre_technique_id) as annotations.mitre_attack.mitre_technique_id, dc(All_Risk.annotations.mitre_attack.mitre_technique_id) as mitre_technique_id_count, values(source) as source, dc(source) as source_count from datamodel=Risk.All_Risk by All_Risk.risk_object,All_Risk.risk_object_type 
 `drop_dm_object_name(""All_Risk"")` 
 eval ""annotations.mitre_attack""='annotations.mitre_attack.mitre_technique_id' 
 where mitre_tactic_id_count >= 3 and source_count >= 4"
"Risk - Median Object Risk Per Day - Model Gen",,"
 tstats sum(All_Risk.calculated_risk_score) as current_count from datamodel=Risk.All_Risk by _time,All_Risk.risk_object,All_Risk.risk_object_type span=1d 
 `drop_dm_object_name(""All_Risk"")` 
 fit DensityFunction current_count partial_fit=true dist=norm into app:median_object_risk_1d"
"Risk - Median Object Risk Per Day by Object Type - Model Gen",,"
 tstats sum(All_Risk.calculated_risk_score) as current_count from datamodel=Risk.All_Risk by _time,All_Risk.risk_object,All_Risk.risk_object_type span=1d 
 `drop_dm_object_name(""All_Risk"")` 
 fit DensityFunction current_count by risk_object_type partial_fit=true dist=norm into app:median_object_risk_by_object_type_1d"
"Risk - Most Active Sources",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score,dc(All_Risk.risk_object) as risk_objects,count from datamodel=Risk.All_Risk by source 
 sort 1000 - count,risk_score"
"Risk - Risk Modifiers Over Time",,"
 tstats prestats=true summariesonly=false sum(All_Risk.calculated_risk_score),count from datamodel=Risk.All_Risk by _time span=10m 
 timechart minspan=10m sum(All_Risk.calculated_risk_score) as risk_score,count"
"Risk - Risk Score By Business Unit",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score from datamodel=Risk.All_Risk by All_Risk.risk_object,All_Risk.risk_object_type 
 `drop_dm_object_name(""All_Risk"")` 
 eval dest=if(risk_object_type==""system"",risk_object,null()) 
 eval user=if(risk_object_type==""user"",risk_object,null()) 
 `get_asset(dest)` 
 `get_identity4events(user)` 
 `mvappend_field(dest_bunit,user_bunit)` 
 stats sum(risk_score) as risk_score,dc(risk_object) by dest_bunit 
 eval avg_score=floor('risk_score'/'dc(risk_object)') 
 rename dest_bunit as bunit"
"Risk - Risk Score By Object",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score,dc(source) as source_count,count from datamodel=Risk.All_Risk by All_Risk.risk_object,All_Risk.risk_object_type 
 `drop_dm_object_name(""All_Risk"")` 
 sort 1000 - risk_score"
"Risk - Total Risk By Risk Object Type Per Day - Model Gen",,"
 tstats sum(All_Risk.calculated_risk_score) as current_count from datamodel=Risk.All_Risk by _time,All_Risk.risk_object_type span=1d 
 `drop_dm_object_name(""All_Risk"")` 
 fit DensityFunction current_count by risk_object_type partial_fit=true dist=norm into app:total_risk_by_object_type_1d"
"Risk - Total Risk Per Day - Model Gen",,"
 tstats sum(All_Risk.calculated_risk_score) as current_count from datamodel=Risk.All_Risk by _time span=1d 
 `drop_dm_object_name(""All_Risk"")` 
 fit DensityFunction current_count partial_fit=true dist=norm into app:total_risk_1d"
"Sessions - Network Sessions Over Time",,"
 tstats count from datamodel=Network_Sessions.All_Sessions by _time,nodename span=10m 
 search nodename!=All_Sessions nodename!=All_Sessions.Session_* 
 rex field=nodename ""All_Sessions.(?<session_type>.*)"" 
 timechart minspan=10m sum(count) as count by session_type"
"Threat - Risk Correlation By Other - Lookup Gen",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score from datamodel=Risk.All_Risk where (All_Risk.risk_object_type!=""user"" AND All_Risk.risk_object_type!=""system"") by All_Risk.risk_object,All_Risk.risk_object_type 
 `drop_dm_object_name(""All_Risk"")` 
 eval risk_object=lower('risk_object'),risk_object_type=lower('risk_object_type') 
 stats sum(risk_score) as risk_score by risk_object,risk_object_type 
 outputlookup risk_correlation_by_other_lookup 
 stats count"
"Threat - Risk Correlation By System - Lookup Gen",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score from datamodel=Risk.All_Risk where All_Risk.risk_object_type=""system"" by All_Risk.risk_object 
 eval dest=lower('All_Risk.risk_object') 
 `get_asset(dest)` 
 eval dest=mvdedup(if(isnotnull(dest_asset_id),mvappend(dest,lower(dest_asset)),dest)) 
 stats sum(risk_score) as risk_score by dest 
 rename dest as risk_object 
 outputlookup risk_correlation_by_system_lookup 
 stats count"
"Threat - Risk Correlation By User - Lookup Gen",,"
 tstats summariesonly=false sum(All_Risk.calculated_risk_score) as risk_score from datamodel=Risk.All_Risk where All_Risk.risk_object_type=""user"" by All_Risk.risk_object 
 eval user=lower('All_Risk.risk_object') 
 `get_identity4events(user)` 
 eval risk_object=if(isnotnull(user_identity),lower(user_identity),user),risk_object=mvdedup(risk_object) 
 stats sum(risk_score) as risk_score by risk_object 
 outputlookup risk_correlation_by_user_lookup 
 stats count"
"Threat Activity - Most Active Threat Sources",,"
 tstats count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 `get_threat_attribution(""threat_key"")` 
 stats sum(count) as count by threat_key,source_id,source_path,source_type 
 sort 100 - count"
"Threat Activity - Most Active Threats Collections",,"
 tstats values(source) as search,values(Threat_Activity.threat_collection_key) as threat_collection_key,count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by _time,Threat_Activity.threat_collection span=1h 
 `drop_dm_object_name(""Threat_Activity"")` 
 stats values(search) as search,sparkline(sum(count),1h) as sparkline,dc(threat_collection_key) as dc(artifacts),sum(count) as count by threat_collection 
 rex max_match=10 field=search ""Threat\s*-\s*(?<friendly_search>.*)(?:\s*-\s*Threat\s+Gen)"" 
 rename friendly_search as search 
 sort - count"
"Threat Activity - Systems Impacted By Multiple Threats",,"
 tstats values(Threat_Activity.src) as src,values(Threat_Activity.dest) as dest,count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_match_field,Threat_Activity.threat_match_value,Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 eval src=if(threat_match_field==""src"",null(),src) 
 eval dest=if(threat_match_field==""dest"",null(),dest) 
 eval system=mvappend(src,NULL,dest) 
 stats dc(threat_key) as dc(threat) by system 
 search system!=""...truncated..."" system!=""unknown"" ""dc(threat)"">1 
 sort 100 - dc(threat)"
"Threat Activity - Threat Activity By Threat Category",,"
 tstats count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 `get_threat_attribution(threat_key)` 
 stats sum(count) as count by threat_category 
 sort 10 - count"
"Threat Activity - Threat Activity By Threat Group",,"
 tstats count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 `get_threat_attribution(threat_key)` 
 stats sum(count) as count by threat_group 
 sort 10 - count"
"Threat Activity - Threat Activity Details",,"
 tstats latest(_time) as _time,values(Threat_Activity.orig_sourcetype) as sourcetype,values(Threat_Activity.src) as src,values(Threat_Activity.dest) as dest from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_collection,Threat_Activity.threat_match_field,Threat_Activity.threat_match_value,Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 `get_threat_attribution(""threat_key"")` 
 `per_panel_filter(""ppf_threat_activity"",""threat_match_field,threat_match_value"")` 
 rename ppf_filter as filter 
 sort - filter,_time 
 table _time,threat_match_field,threat_match_value,filter,sourcetype,src,dest,threat_collection,threat_group,threat_category"
"Threat Activity - Threat Activity Over Time",,"
 tstasts count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by _time,Threat_Activity.threat_collection span=10m 
 timechart count by Threat_Activity.threat_collection 
 `drop_dm_object_name(""Threat_Activity"")`"
"Threat Activity - Threats Impacting Multiple Systems",,"
 tstats values(Threat_Activity.src) as src,values(Threat_Activity.dest) as dest,count from datamodel=Threat_Intelligence.Threat_Activity where NOT [
 `ppf_subsearch_dm(""ppf_threat_activity"",""threat_match_field,threat_match_value"",now(),""Threat_Activity"")`] by Threat_Activity.threat_match_field,Threat_Activity.threat_match_value,Threat_Activity.threat_key 
 `drop_dm_object_name(""Threat_Activity"")` 
 `get_threat_attribution(threat_key)` 
 eval src=if(threat_match_field==""src"",null(),src) 
 eval dest=if(threat_match_field==""dest"",null(),dest) 
 eval system=mvappend(src,NULL,dest) 
 stats dc(system) by source_path 
 search ""dc(system)"">1 
 sort 100 - dc(system)"
"Traffic - Prohibited Or Insecure Traffic Over Time",,"
 tstats values(All_Traffic.src_category) as src_category,values(All_Traffic.dest_category) as dest_category,count from datamodel=Network_Traffic.All_Traffic by _time,All_Traffic.src,All_Traffic.dest,All_Traffic.transport,All_Traffic.dest_port span=10m 
 `drop_dm_object_name(""All_Traffic"")` 
 `is_traffic_prohibited(dest_port)` 
 search (is_prohibited!=""false"" OR is_secure!=""unknown"") 
 `get_transport_dest_port` 
 timechart minspan=10m sum(count) as count by transport_dest_port"
"Traffic - Prohibited Traffic Details",,"
 tstats max(_time) as _time,values(All_Traffic.src_category) as src_category,values(All_Traffic.dest_category) as dest_category,count from datamodel=Network_Traffic.All_Traffic by All_Traffic.src,All_Traffic.dest,All_Traffic.transport,All_Traffic.dest_port 
 `drop_dm_object_name(""All_Traffic"")` 
 `is_traffic_prohibited(dest_port)` 
 search (is_prohibited!=""false"" OR is_secure!=""unknown"") 
 fields _time,src,src_category,dest,dest_category,transport,dest_port,is_prohibited,is_secure"
"Traffic - Scan Activity By Destination Ports",,"
 tstats dc(All_Traffic.dest_port) as dest_port_count from datamodel=Network_Traffic.All_Traffic by All_Traffic.src 
 `drop_dm_object_name(""All_Traffic"")` 
 sort 10 - dest_port_count"
"Traffic - Scan Activity By Destinations",,"
 tstats dc(All_Traffic.dest) as dest_count from datamodel=Network_Traffic.All_Traffic by All_Traffic.src 
 `drop_dm_object_name(""All_Traffic"")` 
 sort 10 - dest_count"
"Traffic - Top Traffic By Destination",,"
 tstats count from datamodel=Network_Traffic.All_Traffic by _time,All_Traffic.dest span=1h 
 `drop_dm_object_name(""All_Traffic"")` 
 stats sparkline(sum(count),1h) as sparkline,sum(count) as count by dest 
 sort 100 - count"
"Traffic - Top Traffic By Destination Port",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by All_Traffic.action,All_Traffic.dest_port 
 chart count over All_Traffic.dest_port by All_Traffic.action 
 `drop_dm_object_name(""All_Traffic"")` 
 `sort_chart`"
"Traffic - Top Traffic By Device",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by All_Traffic.action,All_Traffic.dvc 
 chart count over All_Traffic.dvc by All_Traffic.action 
 `drop_dm_object_name(""All_Traffic"")` 
 `sort_chart`"
"Traffic - Top Traffic By Source",,"
 tstats count from datamodel=Network_Traffic.All_Traffic by _time,All_Traffic.src span=1h 
 `drop_dm_object_name(""All_Traffic"")` 
 stats sparkline(sum(count),1h) as sparkline,sum(count) as count by src 
 sort 100 - count"
"Traffic - Top Traffic By Source Port",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by All_Traffic.action,All_Traffic.src_port 
 chart count over All_Traffic.src_port by All_Traffic.action 
 `drop_dm_object_name(""All_Traffic"")` 
 `sort_chart`"
"Traffic - Top Traffic By Transport",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by All_Traffic.action,All_Traffic.transport 
 chart count over All_Traffic.transport by All_Traffic.action 
 `drop_dm_object_name(""All_Traffic"")` 
 `sort_chart`"
"Traffic - Traffic Over Time",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by _time span=10m 
 timechart minspan=10m count"
"Traffic - Traffic Over Time By Action",,"
 tstasts count from datamodel=Network_Traffic.All_Traffic by _time,All_Traffic.action span=10m 
 timechart minspan=10m count by All_Traffic.action 
 `drop_dm_object_name(""All_Traffic"")`"
"Traffic - Traffic Over Time By Bytes",,"
 tstasts min(All_Traffic.bytes),avg(All_Traffic.bytes),max(All_Traffic.bytes) from datamodel=Network_Traffic.All_Traffic where All_Traffic.bytes>0 by _time span=10m  
 timechart minspan=10m min(All_Traffic.bytes) as min(bytes),avg(All_Traffic.bytes) as avg(bytes),max(All_Traffic.bytes) as max(bytes) 
 eval min(bytes)=round('min(bytes)') 
 eval max(bytes)=round('max(bytes)') 
 eval avg(bytes)=round('avg(bytes)')"
